fiscal_year,month_numeric,month,item,revised_estimates_rs,provisional_actuals_rs,perc_actuals_to_revised_estimates_current,perc_actuals_to_revised_estimates_coppy,released_on,updated_on,data_source,data_url
2022-2023,1,January,Securities against Small Savings,438919.00,164623.17,38%,(50%),2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2022-2023.aspx
2022-2023,1,January,State Provident Funds,20000.00,-6726.14,-34%,(-6%),2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2022-2023.aspx
2022-2023,1,January,Special Deposits,0.00,-28391.32,,,2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2022-2023.aspx
2022-2023,1,January,National Small Saving Fund,-19079.02,125786.04,-659%,-18%,2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2022-2023.aspx
2022-2023,1,January,Savings Deposit and Certificates,238963.94,156204.28,65%,(73%),2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2022-2023.aspx
2022-2023,1,January,Public Provident Funds,109537.33,34854.60,32 %,(30%),2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2022-2023.aspx
2022-2023,1,January,Investment In Securities,-404187.99,-140802.68,35%,(51%),2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2022-2023.aspx
2022-2023,1,January,Income/Expenditure of NSSF,36607.70,75529.84,206%,(242%),2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2022-2023.aspx
2022-2023,1,January,Others,98980.87,72276.36,73%,(46%),2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2022-2023.aspx
2022-2023,1,January,Cash Balance {Decrease(+)/Increase(-)},-3241.33,4989.85,-154%,(3%),2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2022-2023.aspx
2022-2023,1,January,Investment (-) / Redemption (+) of Surplus Cash,,-174803.00,,,2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2022-2023.aspx
2022-2023,1,January,Ways & Means Advances,,0.00,,,2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2022-2023.aspx
2022-2023,1,January,TOTAL FINANCING,1755319.58,1190804.88,68 %,(59%),2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2022-2023.aspx
2022-2023,2,February,External Financing,23874.31,28183.94,118%,(72%),2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2022-2023.aspx
2022-2023,2,February,Domestic Financing,1731445.27,1425677.66,82%,(83%),2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2022-2023.aspx
2022-2023,2,February,Market Borrowings,1195865.75,1173797.38,98%,(100%),2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2022-2023.aspx
2022-2023,2,February,Securities against Small Savings,438919.00,174657.24,40%,(55%),2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2022-2023.aspx
2022-2023,2,February,State Provident Funds,20000.00,-7767.14,-39%,(-7%),2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2022-2023.aspx
2022-2023,2,February,Special Deposits,0.00,-29030.23,,,2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2022-2023.aspx
2022-2023,2,February,National Small Saving Fund,-19079.02,142699.68,-748%,-21%,2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2022-2023.aspx
2022-2023,2,February,Savings Deposit and Certificates,238963.94,169238.69,71%,(79%),2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2022-2023.aspx
2022-2023,2,February,Public Provident Funds,109537.33,39825.68,36%,(34%),2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2022-2023.aspx
2022-2023,2,February,Investment In Securities,-404187.99,-148269.40,37%,(56%),2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2022-2023.aspx
2022-2023,2,February,Income/Expenditure of NSSF,36607.70,81904.71,224%,(265%),2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2022-2023.aspx
2022-2023,2,February,Others,98980.87,52613.55,53%,(44%),2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2022-2023.aspx
2022-2023,2,February,Cash Balance {Decrease(+)/Increase(-)},-3241.33,4989.18,-154%,(3%),2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2022-2023.aspx
2022-2023,2,February,Investment (-) / Redemption (+) of Surplus Cash,,-86282.00,,,2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2022-2023.aspx
2022-2023,2,February,Ways & Means Advances,,0.00,,,2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2022-2023.aspx
2022-2023,2,February,TOTAL FINANCING,1755319.58,1453861.60,83%,(83%),2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2022-2023.aspx
2022-2023,3,March,External Financing,23874.31,36971.11,155%,(183%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,Domestic Financing,1731445.27,1696159.88,98%,(99%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,Market Borrowings,1195865.75,1161839.92,97%,(92%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,Securities against Small Savings,438919.00,395859.73,90%,(93%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,State Provident Funds,20000.00,5019.87,25%,(52%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,Special Deposits,0.00,-28867.48,,,2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,National Small Saving Fund,-19079.02,-26690.73,140%,86%,2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,Savings Deposit and Certificates,238963.94,201080.54,84%,(92%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,Public Provident Funds,109537.33,105667.01,96%,(95%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,Investment In Securities,-404187.99,-358543.74,89%,(93%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,Income/Expenditure of NSSF,36607.70,25105.46,69%,(122%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,Others,98980.87,115169.68,116%,(225%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,Cash Balance {Decrease(+)/Increase(-)},-3241.33,-10200.11,315 %,(1%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,Investment (-) / Redemption (+) of Surplus Cash,,35352.00,,,2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,Ways & Means Advances,,48677.00,,,2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,TOTAL FINANCING,1755319.58,1733130.99,99%,(100%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,4,April,External Financing,19251.15,2705.39,14%,(192%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Domestic Financing,1641944.80,72140.51,4%,(5%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Market Borrowings,1158718.76,111674.78,10%,(5%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Securities against Small Savings,425449.00,-23315.89,-5%,(-2%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,State Provident Funds,20000.00,1285.38,6 %,(19%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Special Deposits,0.00,-11.71,,,2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,National Small Saving Fund,0.00,65129.54,,,2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Savings Deposit and Certificates,282430.53,18279.18,6%,(6%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Public Provident Funds,103891.12,11869.14,11%,(9%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Investment In Securities,-428870.36,25912.69,-6%,(-3%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Income/Expenditure of NSSF,42548.71,9068.53,21%,(37%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Others,37025.30,-4401.13,-12%,(-65%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Cash Balance {Decrease(+)/Increase(-)},751.74,4989.54,664%,(7%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Investment (-) / Redemption (+) of Surplus Cash,,-83210.00,,,2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Ways & Means Advances,,0.00,,,2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,TOTAL FINANCING,1661195.95,74845.90,5%,(5%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,5,May,External Financing,19251.15,6260.62,33%,(116%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Domestic Financing,1641944.80,197660.85,12%,(8%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Market Borrowings,1158718.76,277725.34,24%,(20%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Securities against Small Savings,425449.00,-28356.70,-7%,(-3%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,State Provident Funds,20000.00,-1937.25,-10%,(16%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Special Deposits,0.00,-82.37,,,2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,National Small Saving Fund,0.00,97891.92,,,2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Savings Deposit and Certificates,282430.53,35022.61,12%,(11%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Public Provident Funds,103891.12,15407.65,15%,(13%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Investment In Securities,-428870.36,33683.42,-8%,(-4%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Income/Expenditure of NSSF,42548.71,13778.24,32%,(107%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Others,37025.30,108620.23,293 %,(-36%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Cash Balance {Decrease(+)/Increase(-)},751.74,4989.68,664%,(7%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Investment (-) / Redemption (+) of Surplus Cash,,-261190.00,,,2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Ways & Means Advances,,0.00,,,2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,TOTAL FINANCING,1661195.95,203921.47,12%,(8%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,6,June,External Financing,19251.15,10444.51,54%,(-117%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Domestic Financing,1641944.80,341426.85,21%,(18%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Market Borrowings,1158718.76,477006.56,41%,(36%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Securities against Small Savings,425449.00,-35321.47,-8%,(36%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,State Provident Funds,20000.00,-3974.29,-20%,(12%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Special Deposits,0.00,-115.10,,,2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,National Small Saving Fund,0.00,133806.61,,,2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Savings Deposit and Certificates,282430.53,54375.10,1 9%,(21%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Public Provident Funds,103891.12,17765.80,17%,(16%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Investment In Securities,-428870.36,42717.61,-10%,(39%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Income/Expenditure of NSSF,42548.71,18948.10,45%,(147%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Others,37025.30,70306.46,190%,(-14%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Cash Balance {Decrease(+)/Increase(-)},751.74,4989.08,664%,(7%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Investment (-) / Redemption (+) of Surplus Cash,,-305271.00,,,2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Ways & Means Advances,,0.00,,,2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,TOTAL FINANCING,1661195.95,351871.36,21%,(18%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,7,July,External Financing,19251.15,10293.13,53%,(-49%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Domestic Financing,1641944.80,330537.99,20%,(21%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Market Borrowings,1158718.76,538810.33,47%,(37%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Securities against Small Savings,425449.00,20616.36,5%,(35%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,State Provident Funds,20000.00,-4643.77,-23%,(6%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Special Deposits,0.00,6396.96,,,2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,National Small Saving Fund,0.00,101503.98,,,2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Savings Deposit and Certificates,282430.53,74416.72,26%,(30%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Public Provident Funds,103891.12,20168.21,19%,(18%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Investment In Securities,-428870.36,-11362.52,3%,(38%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Income/Expenditure of NSSF,42548.71,18281.57,43%,(146%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Others,37025.30,-40185.49,-109%,(-30%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Cash Balance {Decrease(+)/Increase(-)},751.74,4989.62,664%,(7%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Investment (-) / Redemption (+) of Surplus Cash,,-296950.00,,,2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Ways & Means Advances,,0.00,,,2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,TOTAL FINANCING,1661195.95,340831.12,21%,(21%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,8,August,External Financing,19251.15,11881.58,62%,(-44%),2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
2022-2023,8,August,Domestic Financing,1641944.80,529719.73,32%,(31%),2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
2022-2023,8,August,Market Borrowings,1158718.76,656633.38,57%,(46%),2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
2022-2023,8,August,Securities against Small Savings,425449.00,14079.67,3%,(48%),2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
2022-2023,8,August,State Provident Funds,20000.00,-5496.81,-27%,(4%),2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
2022-2023,8,August,Special Deposits,0.00,8920.68,,,2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
2022-2023,8,August,National Small Saving Fund,0.00,133689.24,,,2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
2022-2023,8,August,Savings Deposit and Certificates,282430.53,90027.73,32%,(38%),2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
