fiscal_year,month_numeric,month,item,revised_estimates_rs,provisional_actuals_rs,perc_actuals_to_revised_estimates_current,perc_actuals_to_revised_estimates_coppy,released_on,updated_on,data_source,data_url
2024-2025,6,June,Others,-30590.57,21580.60,-71%,(269%),2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2024-2025.aspx
2024-2025,6,June,Cash Balance {Decrease(+)/Increase(-)},3549.38,4496.00,127%,(-42%),2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2024-2025.aspx
2024-2025,6,June,Investment (-) / Redemption (+) of Surplus Cash,,-122996.00,,,2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2024-2025.aspx
2024-2025,6,June,Ways & Means Advances,,0.00,,,2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2024-2025.aspx
2024-2025,6,June,TOTAL FINANCING,1685493.87,135711.53,8 %,(25%),2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2024-2025.aspx
2024-2025,7,July,External Financing,15952.29,4772.90,30%,(34%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Domestic Financing,1597359.68,272172.55,17%,(34%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Market Borrowings,1113181.76,164952.09,15 %,(45%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Securities against Small Savings,420063.00,49313.89,12%,(15%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,State Provident Funds,5000.00,-2176.66,-44%,(-5%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Special Deposits,0.00,-258.55,,,2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,National Small Saving Fund,0.00,60686.27,,,2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Savings Deposit and Certificates,281147.46,88114.98,31%,(41%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Public Provident Funds,107077.54,9791.38,9%,(15%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Investment In Securities,-382941.78,-41869.80,11%,(15%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Income/Expenditure of NSSF,-5283.22,4649.71,-88%,(57%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Others,-81282.13,75086.51,-92%,(217%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Cash Balance {Decrease(+)/Increase(-)},140397.05,4496.00,3 %,(-42%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Investment (-) / Redemption (+) of Surplus Cash,,-79927.00,,,2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Ways & Means Advances,,0.00,,,2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,TOTAL FINANCING,1613311.97,276945.45,17%,(34%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,8,August,External Financing,15952.29,19594.16,123%,(46%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Domestic Financing,1597359.68,415582.01,26%,(36%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Market Borrowings,1113181.76,243457.10,22%,(52%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Securities against Small Savings,420063.00,73764.12,18%,(14%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,State Provident Funds,5000.00,-3212.27,-64%,(-18%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Special Deposits,0.00,-989.66,,,2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,National Small Saving Fund,0.00,63029.49,,,2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Savings Deposit and Certificates,281147.46,104275.13,37%,(49%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Public Provident Funds,107077.54,10960.31,10%,(17%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Investment In Securities,-382941.78,-63617.08,17%,(12%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Income/Expenditure of NSSF,-5283.22,11411.13,-216%,(78%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Others,-81282.13,79431.63,-98%,(-22%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Cash Balance {Decrease(+)/Increase(-)},140397.05,4496.00,3 %,(-42%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Investment (-) / Redemption (+) of Surplus Cash,,-44395.00,,,2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Ways & Means Advances,,0.00,,,2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,TOTAL FINANCING,1613311.97,435176.17,27%,(36%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,9,September,External Financing,15952.29,18809.99,118%,(32%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Domestic Financing,1597359.68,455710.09,29%,(39%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Market Borrowings,1113181.76,301151.07,27%,(30%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Securities against Small Savings,420063.00,102331.00,24%,(23%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,State Provident Funds,5000.00,-4232.73,-85%,(-21%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Special Deposits,0.00,-11703.55,,,2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,National Small Saving Fund,0.00,93298.82,,,2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Savings Deposit and Certificates,281147.46,119069.00,42%,(58%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Public Provident Funds,107077.54,11679.61,11%,(18%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Investment In Securities,-382941.78,-89016.44,23%,(22%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Income/Expenditure of NSSF,-5283.22,51566.65,-976%,(184%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Others,-81282.13,101363.27,-125%,(112%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Cash Balance {Decrease(+)/Increase(-)},140397.05,4495.21,3 %,(-42%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Investment (-) / Redemption (+) of Surplus Cash,,-130993.00,,,2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Ways & Means Advances,,0.00,,,2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,TOTAL FINANCING,1613311.97,474520.08,29%,(39%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,10,October,External Financing,15952.29,17826.63,112%,(45%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Domestic Financing,1597359.68,732997.30,46%,(45%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Market Borrowings,1113181.76,367644.07,33%,(68%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Securities against Small Savings,420063.00,121920.80,29%,(36%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,State Provident Funds,5000.00,-4780.87,-96%,(-19%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Special Deposits,0.00,-11596.55,,,2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,National Small Saving Fund,0.00,98220.22,,,2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Savings Deposit and Certificates,281147.46,133195.04,47%,(64%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Public Provident Funds,107077.54,11947.89,11%,(19%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Investment In Securities,-382941.78,-106926.95,28%,(35%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Income/Expenditure of NSSF,-5283.22,60004.24,-1136%,(208%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Others,-81282.13,123666.25,-152%,(195%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Cash Balance {Decrease(+)/Increase(-)},140397.05,4495.38,3 %,(-42%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Investment (-) / Redemption (+) of Surplus Cash,,33428.00,,,2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Ways & Means Advances,,0.00,,,2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,TOTAL FINANCING,1613311.97,750823.93,47%,(45%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,11,November,External Financing,15952.29,16958.30,106%,(47%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Domestic Financing,1597359.68,829635.67,52%,(51%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Market Borrowings,1113181.76,324608.34,29%,(66%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Securities against Small Savings,420063.00,137638.57,33%,(41%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,State Provident Funds,5000.00,-5448.76,-109%,(-20%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Special Deposits,0.00,-12659.15,,,2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,National Small Saving Fund,0.00,102820.54,,,2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Savings Deposit and Certificates,281147.46,145607.89,52%,(70%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Public Provident Funds,107077.54,12252.08,11%,(20%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Investment In Securities,-382941.78,-119538.64,31%,(40%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Income/Expenditure of NSSF,-5283.22,64499.21,-1221%,(221%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Others,-81282.13,109908.98,-135%,(174%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Cash Balance {Decrease(+)/Increase(-)},140397.05,4495.15,3 %,(-42%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Investment (-) / Redemption (+) of Surplus Cash,,168272.00,,,2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Ways & Means Advances,,0.00,,,2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,TOTAL FINANCING,1613311.97,846593.97,52%,(51%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,12,December,External Financing,15952.29,19195.72,120%,(130%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Domestic Financing,1597359.68,894893.61,56%,(54%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Market Borrowings,1113181.76,489859.95,44%,(73%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Securities against Small Savings,420063.00,132048.46,31%,(46%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,State Provident Funds,5000.00,-6010.28,-120%,(-22%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Special Deposits,0.00,-41699.97,,,2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,National Small Saving Fund,0.00,160490.51,,,2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Savings Deposit and Certificates,281147.46,159398.04,57%,(78%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Public Provident Funds,107077.54,12835.55,12%,(22%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Investment In Securities,-382941.78,-81073.76,21%,(44%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Income/Expenditure of NSSF,-5283.22,69330.68,-1312%,(230%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Others,-81282.13,163357.45,-201%,(246%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Cash Balance {Decrease(+)/Increase(-)},140397.05,4495.49,3 %,(-42%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Investment (-) / Redemption (+) of Surplus Cash,,-7648.00,,,2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Ways & Means Advances,,0.00,,,2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,TOTAL FINANCING,1613311.97,914089.33,57%,(55%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2025-2026,1,January,External Financing,20462.35,3119.39,15%,(70%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Domestic Financing,1538029.76,978287.27,64%,(75%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Market Borrowings,1040439.03,751171.80,72 %,(71%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Securities against Small Savings,372191.86,162023.92,44%,(29%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,State Provident Funds,3800.00,-22961.61,-604%,(-152%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Special Deposits,0.00,-92.88,,,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,National Small Saving Fund,3987.14,211975.44,,,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Savings Deposit and Certificates,253740.19,255648.62,101%,(79%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Public Provident Funds,87763.35,1189.70,1 %,(15%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Investment In Securities,-334974.18,-135078.43,40%,(17%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Income/Expenditure of NSSF,-2542.22,90215.55,-3549%,(-2654%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Others,71890.06,64680.46,90 %,(571%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Cash Balance {Decrease(+)/Increase(-)},45721.67,4582.14,10%,(3%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Investment (-) / Redemption (+) of Surplus Cash,,-193092.00,,,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Ways & Means Advances,,0.00,,,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,TOTAL FINANCING,1558492.11,981406.66,63%,(75%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,2,February,External Financing,20462.35,7279.13,36 %,(73%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,Domestic Financing,1538029.76,1245369.74,81 %,(86%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,Market Borrowings,1040439.03,962147.12,92 %,(85%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,Securities against Small Savings,372191.86,193491.76,52 %,(38%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,State Provident Funds,3800.00,-24112.27,-635%,(-172%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,Special Deposits,0.00,-3294.49,,,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,National Small Saving Fund,3987.14,219200.57,,,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,Savings Deposit and Certificates,253740.19,282681.57,111%,(86%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,Public Provident Funds,87763.35,2924.06,3%,(17%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,Investment In Securities,-334974.18,-163220.40,49%,(28%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,Income/Expenditure of NSSF,-2542.22,96815.34,-3808%,(-2926%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,Others,71890.06,45803.45,64%,(622%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,Cash Balance {Decrease(+)/Increase(-)},45721.67,4492.60,10%,(3%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
