fiscal_year,month_numeric,month,item,current_month_value,current_year_to_date_val,prev_month_value,prev_year_to_date_val,released_on,updated_on,data_source,data_url
2021-2022,11,November,GROSS TAX REVENUE,177819,1541920,150464,1026055,2021-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,12,December,GROSS TAX REVENUE,387075,1928995,312071,1338126,2022-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,1,January,GROSS TAX REVENUE,169185,2098180,176974,1515100,2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,2,February,GROSS TAX REVENUE,176613,2274793,150203,1665303,2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,3,March,GROSS TAX REVENUE,433498,2708291,361801,2027104,2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,4,April,CORPORATION TAX,32375,32375,19514,19514,2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,5,May,CORPORATION TAX,11079,43454,-2533,16981,2021-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,6,June,CORPORATION TAX,80235,123689,37231,54212,2021-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,7,July,CORPORATION TAX,22162,145851,-488,53724,2021-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,8,August,CORPORATION TAX,22201,168052,10991,64715,2021-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,9,September,CORPORATION TAX,140611,308663,85749,150464,2021-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,10,October,CORPORATION TAX,22222,330885,22271,172735,2021-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,11,November,CORPORATION TAX,22699,353584,12964,185699,2021-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,12,December,CORPORATION TAX,166748,520332,126833,312532,2022-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,1,January,CORPORATION TAX,27393,547725,21953,334485,2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,2,February,CORPORATION TAX,17903,565628,16097,350582,2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,3,March,CORPORATION TAX,146409,712037,107137,457719,2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,4,April,INCOME TAX,47673,47673,26978,26978,2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,5,May,INCOME TAX,27708,75381,8748,35726,2021-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,6,June,INCOME TAX,47311,122692,26397,62123,2021-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,7,July,INCOME TAX,38529,161221,29121,91244,2021-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,8,August,INCOME TAX,38162,199383,26494,117738,2021-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,9,September,INCOME TAX,74789,274172,48751,166489,2021-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,10,October,INCOME TAX,37120,311292,36612,203101,2021-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,11,November,INCOME TAX,34794,346086,31937,235038,2021-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,12,December,INCOME TAX,102016,448102,62768,297806,2022-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,1,January,INCOME TAX,46152,494254,35367,333173,2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,2,February,INCOME TAX,47800,542054,38870,372043,2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,3,March,INCOME TAX,131356,673410,98590,470633,2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,4,April,CENTRAL GOODS AND SERVICES TAX,55458,55458,5934,5934,2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,5,May,CENTRAL GOODS AND SERVICES TAX,28292,83750,18961,24895,2021-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,6,June,CENTRAL GOODS AND SERVICES TAX,33696,117446,30152,55047,2021-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,7,July,CENTRAL GOODS AND SERVICES TAX,47901,165347,37902,92949,2021-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,8,August,CENTRAL GOODS AND SERVICES TAX,53326,218673,32359,125308,2021-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,9,September,CENTRAL GOODS AND SERVICES TAX,47379,266052,37171,162479,2021-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,10,October,CENTRAL GOODS AND SERVICES TAX,48546,314598,42901,205380,2021-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,11,November,CENTRAL GOODS AND SERVICES TAX,49238,363836,39803,245183,2021-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,12,December,CENTRAL GOODS AND SERVICES TAX,46227,410063,43040,288223,2022-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,1,January,CENTRAL GOODS AND SERVICES TAX,69662,479725,44666,332889,2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,2,February,CENTRAL GOODS AND SERVICES TAX,48169,527894,66641,399530,2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,3,March,CENTRAL GOODS AND SERVICES TAX,63330,591224,56804,456334,2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,4,April,UT GOODS AND SERVICE TAX,161,161,34,34,2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,5,May,UT GOODS AND SERVICE TAX,164,325,107,141,2021-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,6,June,UT GOODS AND SERVICE TAX,170,495,154,295,2021-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,7,July,UT GOODS AND SERVICE TAX,254,749,224,519,2021-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,8,August,UT GOODS AND SERVICE TAX,289,1038,191,710,2021-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,9,September,UT GOODS AND SERVICE TAX,222,1260,243,953,2021-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,10,October,UT GOODS AND SERVICE TAX,140,1400,136,1089,2021-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,11,November,UT GOODS AND SERVICE TAX,118,1518,132,1221,2021-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,12,December,UT GOODS AND SERVICE TAX,254,1772,144,1365,2022-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,1,January,UT GOODS AND SERVICE TAX,432,2204,324,1689,2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,2,February,UT GOODS AND SERVICE TAX,159,2363,410,2099,2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,3,March,UT GOODS AND SERVICE TAX,1230,3593,665,2764,2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,4,April,INTEGRATED GOODS AND SERVICE TAX,4787,4787,9749,9749,2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,5,May,INTEGRATED GOODS AND SERVICE TAX,15341,20128,9643,19392,2021-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,6,June,INTEGRATED GOODS AND SERVICE TAX,6377,26505,9672,29064,2021-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,7,July,INTEGRATED GOODS AND SERVICE TAX,-3733,22772,-6026,23038,2021-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,8,August,INTEGRATED GOODS AND SERVICE TAX,-16195,6577,5198,28236,2021-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,9,September,INTEGRATED GOODS AND SERVICE TAX,-634,5943,-290,27946,2021-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,10,October,INTEGRATED GOODS AND SERVICE TAX,8970,14913,192,28138,2021-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,11,November,INTEGRATED GOODS AND SERVICE TAX,7238,22151,7612,35750,2021-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,12,December,INTEGRATED GOODS AND SERVICE TAX,14635,36786,12408,48158,2022-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,1,January,INTEGRATED GOODS AND SERVICE TAX,-27918,8868,6769,54927,2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,2,February,INTEGRATED GOODS AND SERVICE TAX,7903,16771,-37308,17619,2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,3,March,INTEGRATED GOODS AND SERVICE TAX,-14480,2291,-10367,7252,2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,4,April,GOODS AND SERVICE TAX COMPENSATION CESS,9187,9187,990,990,2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,5,May,GOODS AND SERVICE TAX COMPENSATION CESS,8886,18073,6020,7010,2021-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,6,June,GOODS AND SERVICE TAX COMPENSATION CESS,6565,24638,7472,14482,2021-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,7,July,GOODS AND SERVICE TAX COMPENSATION CESS,7530,32168,6816,21298,2021-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,8,August,GOODS AND SERVICE TAX COMPENSATION CESS,8474,40642,6856,28154,2021-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,9,September,GOODS AND SERVICE TAX COMPENSATION CESS,8489,49131,6810,34964,2021-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,10,October,GOODS AND SERVICE TAX COMPENSATION CESS,8221,57352,7840,42804,2021-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,11,November,GOODS AND SERVICE TAX COMPENSATION CESS,9442,66794,8029,50833,2021-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,12,December,GOODS AND SERVICE TAX COMPENSATION CESS,9141,75935,8248,59081,2022-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,1,January,GOODS AND SERVICE TAX COMPENSATION CESS,9465,85400,8332,67413,2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,2,February,GOODS AND SERVICE TAX COMPENSATION CESS,10100,95500,9349,76762,2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,3,March,GOODS AND SERVICE TAX COMPENSATION CESS,9092,104592,8430,85192,2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,4,April,CUSTOMS,17906,17906,3934,3934,2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,5,May,CUSTOMS,12284,30190,5633,9567,2021-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,6,June,CUSTOMS,11166,41356,5849,15416,2021-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,7,July,CUSTOMS,16608,57964,8331,23747,2021-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,8,August,CUSTOMS,18261,76225,8555,32302,2021-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,9,September,CUSTOMS,16428,92653,8045,40347,2021-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,10,October,CUSTOMS,19626,112279,10172,50519,2021-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,11,November,CUSTOMS,13503,125782,12531,63050,2021-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,12,December,CUSTOMS,15298,141080,16548,79598,2022-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,1,January,CUSTOMS,11519,152599,17913,97511,2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,2,February,CUSTOMS,12645,165244,15241,112752,2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,3,March,CUSTOMS,33870,199114,21998,134750,2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,4,April,UNION EXCISE DUTIES,154,154,80,80,2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,5,May,UNION EXCISE DUTIES,36809,36963,10876,10956,2021-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,6,June,UNION EXCISE DUTIES,30944,67907,24391,35347,2021-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,7,July,UNION EXCISE DUTIES,32480,100387,32548,67895,2021-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,8,August,UNION EXCISE DUTIES,36849,137236,32503,100398,2021-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,9,September,UNION EXCISE DUTIES,34448,171684,28355,128753,2021-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,10,October,UNION EXCISE DUTIES,32379,204063,31886,160639,2021-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,11,November,UNION EXCISE DUTIES,37867,241930,35703,196342,2021-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,12,December,UNION EXCISE DUTIES,29932,271862,39651,235993,2022-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,1,January,UNION EXCISE DUTIES,29884,301746,39481,275474,2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,2,February,UNION EXCISE DUTIES,29409,331155,38666,314140,2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,3,March,UNION EXCISE DUTIES,59652,390807,75527,389667,2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,4,April,SERVICE TAX,55,55,-106,-106,2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,5,May,SERVICE TAX,35,90,-65,-171,2021-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,6,June,SERVICE TAX,72,162,925,754,2021-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,7,July,SERVICE TAX,-89,73,-14,740,2021-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,8,August,SERVICE TAX,53,126,53,793,2021-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,9,September,SERVICE TAX,100,226,123,916,2021-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,10,October,SERVICE TAX,204,430,81,997,2021-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,11,November,SERVICE TAX,72,502,62,1059,2021-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,12,December,SERVICE TAX,75,577,124,1183,2022-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,1,January,SERVICE TAX,76,653,102,1285,2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,2,February,SERVICE TAX,38,691,53,1338,2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,3,March,SERVICE TAX,321,1012,277,1615,2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,4,April,OTHER TAXES*,2366,2366,450,450,2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,5,May,OTHER TAXES*,1959,4325,1163,1613,2021-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,6,June,OTHER TAXES*,2391,6716,1333,2946,2021-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,7,July,OTHER TAXES*,2640,9356,1900,4846,2021-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,8,August,OTHER TAXES*,2272,11628,1000,5846,2021-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,9,September,OTHER TAXES*,2396,14024,1739,7585,2021-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,10,October,OTHER TAXES*,2865,16889,2604,10189,2021-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,11,November,OTHER TAXES*,2848,19737,1691,11880,2021-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,12,December,OTHER TAXES*,2749,22486,2307,14187,2022-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,1,January,OTHER TAXES*,2520,25006,2067,16254,2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,2,February,OTHER TAXES*,2487,27493,2184,18438,2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,3,March,OTHER TAXES*,2718,30211,2740,21178,2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,4,April,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,136,136,106,106,2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,5,May,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,629,765,77,183,2021-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,6,June,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,637,1402,638,821,2021-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,7,July,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,233,1635,382,1203,2021-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,8,August,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,496,2131,526,1729,2021-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,9,September,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,839,2970,718,2447,2021-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,10,October,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,309,3279,273,2720,2021-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,11,November,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,608,3887,498,3218,2021-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,12,December,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,989,4876,869,4087,2022-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,1,January,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,476,5352,285,4372,2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,2,February,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,733,6085,691,5063,2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,3,March,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,45,6130,757,5820,2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,4,April,ASSIGNMENT TO STATES*,39175,39175,46039,46039,2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,5,May,ASSIGNMENT TO STATES*,39174,78349,46038,92077,2021-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,6,June,ASSIGNMENT TO STATES*,39175,117524,41966,134043,2021-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,7,July,ASSIGNMENT TO STATES*,47540,165064,41966,176009,2021-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,8,August,ASSIGNMENT TO STATES*,47542,212606,41967,217976,2021-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,9,September,ASSIGNMENT TO STATES*,47540,260146,41965,259941,2021-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,10,October,ASSIGNMENT TO STATES*,47541,307687,37233,297174,2021-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,11,November,ASSIGNMENT TO STATES*,95082,402769,37233,334407,2021-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,12,December,ASSIGNMENT TO STATES*,47541,450310,37233,371640,2022-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,1,January,ASSIGNMENT TO STATES*,95082,545392,37233,408873,2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,2,February,ASSIGNMENT TO STATES*,242430,787822,35281,444154,2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2021-2022,3,March,ASSIGNMENT TO STATES*,93957,881779,150843,594997,2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,4,April,GROSS TAX REVENUE,232266,232266,170122,170122,2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,5,May,GROSS TAX REVENUE,171256,403522,142557,312679,2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,6,June,GROSS TAX REVENUE,246967,650489,218927,531606,2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,7,July,GROSS TAX REVENUE,218972,869461,164282,695888,2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,8,August,GROSS TAX REVENUE,151128,1020589,163692,859580,2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,9,September,GROSS TAX REVENUE,371217,1391806,324228,1183808,2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,10,October,GROSS TAX REVENUE,217799,1609605,180293,1364101,2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,11,November,GROSS TAX REVENUE,171049,1780654,177819,1541920,2022-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,12,December,GROSS TAX REVENUE,390044,2170698,387075,1928995,2023-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,1,January,GROSS TAX REVENUE,191979,2362677,169185,2098180,2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,2,February,GROSS TAX REVENUE,184624,2547301,176613,2274793,2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,3,March,GROSS TAX REVENUE,506473,3053774,434522,2709315,2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,4,April,CORPORATION TAX,56720,56720,32375,32375,2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,5,May,CORPORATION TAX,21805,78525,11079,43454,2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
