fiscal_year,month_numeric,month,item,revised_estimates_rs,provisional_actuals_rs,perc_actuals_to_revised_estimates_current,perc_actuals_to_revised_estimates_coppy,released_on,updated_on,data_source,data_url
2024-2025,6,June,Total Expenditure (8+10),4765768,969909,20.4%,(23.3%),2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2024-2025.aspx
2024-2025,6,June,Fiscal Deficit (12-7),1685494,135712,8.1%,(25.3%),2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2024-2025.aspx
2024-2025,6,June,Revenue Deficit (8-1),653383,-40819,-6.2 %,(21.1%),2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2024-2025.aspx
2024-2025,6,June,Primary Deficit (13-9),495054,-128340,-25.9%,(29.4%),2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2024-2025.aspx
2024-2025,7,July,Revenue Receipts,3129200,1017020,32.5%,(28.9%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Tax Revenue (Net),2583499,715224,27.7%,(25.0%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Non-Tax Revenue,545701,301796,55.3%,(59.3%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Non-Debt Capital Receipts,78000,6386,8.2%,(16.3%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Recovery of Loans,28000,6381,22.8%,(35.9%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Other Receipts,50000,5,0.0%,(9.0%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Total Receipts (1+4),3207200,1023406,31.9%,(28.5%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Revenue Expenditure,3709401,1039091,28.0%,(30.4%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,of which Interest Payments,1162940,327887,28.2%,(27.8%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Capital Expenditure,1111111,261260,23.5%,(31.7%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,of which Loans disbursed,192416,45107,23.4%,(29.2%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Total Expenditure (8+10),4820512,1300351,27.0%,(30.7%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Fiscal Deficit (12-7),1613312,276945,17.2 %,(33.9%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Revenue Deficit (8-1),580201,22071,3.8%,(34.7%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,7,July,Primary Deficit (13-9),450372,-50942,-11.3%,(43.2%),2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2024-2025.aspx
2024-2025,8,August,Revenue Receipts,3129200,1208312,38.6%,(38.5%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Tax Revenue (Net),2583499,873845,33.8%,(34.5%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Non-Tax Revenue,545701,334467,61.3%,(69.5%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Non-Debt Capital Receipts,78000,8866,11.4%,(18.3%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Recovery of Loans,28000,8046,28.7%,(42.6%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Other Receipts,50000,820,1.6%,(9.2%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Total Receipts (1+4),3207200,1217178,38.0%,(37.9%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Revenue Expenditure,3709401,1351367,36.4%,(37.1%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,of which Interest Payments,1162940,400160,34.4%,(34.0%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Capital Expenditure,1111111,300987,27.1%,(37.4%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,of which Loans disbursed,192416,39949,20.8%,(35.6%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Total Expenditure (8+10),4820512,1652354,34.3%,(37.1%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Fiscal Deficit (12-7),1613312,435176,27.0 %,(36.0%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Revenue Deficit (8-1),580201,143055,24.7%,(32.7%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,8,August,Primary Deficit (13-9),450372,35016,7.8%,(38.9%),2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2024-2025.aspx
2024-2025,9,September,Revenue Receipts,3129200,1622373,51.8%,(53.1%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Tax Revenue (Net),2583499,1265159,49.0%,(49.8%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Non-Tax Revenue,545701,357214,65.5%,(78.5%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Non-Debt Capital Receipts,78000,14601,18.7%,(24.0%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Recovery of Loans,28000,11434,40.8%,(57.5%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Other Receipts,50000,3167,6.3%,(11.4%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Total Receipts (1+4),3207200,1636974,51.0%,(52.2%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Revenue Expenditure,3709401,1696528,45.7%,(46.5%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,of which Interest Payments,1162940,515010,44.3%,(44.8%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Capital Expenditure,1111111,414966,37.3 %,(49.0%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,of which Loans disbursed,192416,55398,28.8%,(45.7%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Total Expenditure (8+10),4820512,2111494,43.8%,(47.1%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Fiscal Deficit (12-7),1613312,474520,29.4 %,(39.3%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Revenue Deficit (8-1),580201,74155,12.8%,(26.6%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,9,September,Primary Deficit (13-9),450372,-40490,-9.0%,(30.8%),2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2024-2025.aspx
2024-2025,10,October,Revenue Receipts,3129200,1704267,54.5%,(59.6%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Tax Revenue (Net),2583499,1304973,50.5%,(55.9%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Non-Tax Revenue,545701,399294,73.2%,(88.1%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Non-Debt Capital Receipts,78000,18807,24.1%,(27.4%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Recovery of Loans,28000,13275,47.4%,(65.2%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Other Receipts,50000,5532,11.1%,(13.1%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Total Receipts (1+4),3207200,1723074,53.7%,(58.6%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Revenue Expenditure,3709401,2007353,54.1%,(52.7%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,of which Interest Payments,1162940,596347,51.3%,(50.5%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Capital Expenditure,1111111,466545,42.0 %,(54.7%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,of which Loans disbursed,192416,67901,35.3%,(47.5%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Total Expenditure (8+10),4820512,2473898,51.3%,(53.2%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Fiscal Deficit (12-7),1613312,750824,46.5 %,(45.0%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Revenue Deficit (8-1),580201,303086,52.2%,(32.1%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,10,October,Primary Deficit (13-9),450372,154477,34.3%,(36.6%),2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2024-2025.aspx
2024-2025,11,November,Revenue Receipts,3129200,1870455,59.8%,(65.3%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Tax Revenue (Net),2583499,1443435,55.9%,(61.6%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Non-Tax Revenue,545701,427020,78.3%,(94.3%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Non-Debt Capital Receipts,78000,23953,30.7%,(30.3%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Recovery of Loans,28000,14972,53.5%,(72.2%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Other Receipts,50000,8981,18.0%,(14.5%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Total Receipts (1+4),3207200,1894408,59.1%,(64.3%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Revenue Expenditure,3709401,2227502,60.1%,(59.0%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,of which Interest Payments,1162940,658494,56.6%,(56.3%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Capital Expenditure,1111111,513500,46.2 %,(58.5%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,of which Loans disbursed,192416,86387,44.9%,(49.4%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Total Expenditure (8+10),4820512,2741002,56.9%,(58.9%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Fiscal Deficit (12-7),1613312,846594,52.5 %,(50.7%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Revenue Deficit (8-1),580201,357047,61.5 %,(39.8%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,11,November,Primary Deficit (13-9),450372,188100,41.8%,(42.2%),2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2024-2025.aspx
2024-2025,12,December,Revenue Receipts,3129200,2290710,73.2%,(77.6%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Tax Revenue (Net),2583499,1843053,71.3%,(74.2%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Non-Tax Revenue,545701,447657,82.0%,(103.5%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Non-Debt Capital Receipts,78000,27295,35.0%,(35.3%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Recovery of Loans,28000,18301,65.4%,(85.2%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Other Receipts,50000,8994,18.0%,(16.5%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Total Receipts (1+4),3207200,2318005,72.3%,(76.3%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Revenue Expenditure,3709401,2546757,68.7%,(68.0%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,of which Interest Payments,1162940,808313,69.5%,(69.3%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Capital Expenditure,1111111,685337,61.7 %,(67.3%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,of which Loans disbursed,192416,122516,63.7%,(54.4%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Total Expenditure (8+10),4820512,3232094,67.0%,(67.8%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Fiscal Deficit (12-7),1613312,914089,56.7 %,(55.0%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Revenue Deficit (8-1),580201,256047,44.1 %,(38.9%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2024-2025,12,December,Primary Deficit (13-9),450372,105776,23.5%,(33.1%),2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2024-2025.aspx
2025-2026,1,January,Revenue Receipts,3342323,2651525,79.3%,(76.8%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Tax Revenue (Net),2674661,2094218,78.3%,(74.4%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Non-Tax Revenue,667662,557307,83.5%,(88.1%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Non-Debt Capital Receipts,64027,57129,89.2%,(49.5%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Recovery of Loans,30190,19970,66.1%,(77.7%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Other Receipts,33837,37159,109.8%,(27.3%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Total Receipts (1+4),3406350,2708654,79.5%,(76.3%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Revenue Expenditure,3869087,2847780,73.6 %,(76.1%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,of which Interest Payments,1274338,988302,77.6%,(76.9%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Capital Expenditure,1095755,842281,76.9%,(74.4%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,of which Loans disbursed,208391,161595,77.5%,(88.7%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Total Expenditure (8+10),4964842,3690061,74.3%,(75.7%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Fiscal Deficit (12-7),1558492,981407,63.0%,(74.5%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Revenue Deficit (8-1),526764,196255,37.3 %,(72.4%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,1,January,Primary Deficit (13-9),284154,-6895,-2.4%,(68.1%),2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2025-2026.aspx
2025-2026,2,February,Revenue Receipts,3342323,2726396,81.6%,(81.2%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,Tax Revenue (Net),2674661,2145223,80.2 %,(78.8%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,Non-Tax Revenue,667662,581173,87.0%,(92.9%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,Non-Debt Capital Receipts,64027,65547,102.4%,(63.3%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,Recovery of Loans,30190,21596,71.5%,(83.3%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,Other Receipts,33837,43951,129.9%,(47.6%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,Total Receipts (1+4),3406350,2791943,82.0%,(80.9%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,Revenue Expenditure,3869087,3115270,80.5%,(83.3%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,of which Interest Payments,1274338,1065305,83.6%,(83.7%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,Capital Expenditure,1095755,929322,84.8%,(79.7%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,of which Loans disbursed,208391,192182,92.2%,(94.0%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,Total Expenditure (8+10),4964842,4044592,81.5%,(82.5%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,Fiscal Deficit (12-7),1558492,1252649,80.4%,(85.8%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,Revenue Deficit (8-1),526764,388874,73.8%,(93.8%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,2,February,Primary Deficit (13-9),284154,187344,65.9%,(91.3%),2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2025-2026.aspx
2025-2026,4,April,Revenue Receipts,3420409,256829,7.5%,(6.8%),2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2025-2026.aspx
2025-2026,4,April,Tax Revenue (Net),2837409,189669,6.7%,(7.2%),2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2025-2026.aspx
2025-2026,4,April,Non-Tax Revenue,583000,67160,11.5%,(5.0%),2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2025-2026.aspx
